id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,insta_freq,use_less_than_2GB,use_2GB_to_4GB
2987,郑丽丽,Female,41,None,Unemployed,810000000 VND,Mar ri ed_2,CHINA,15962007429,清洁工,0,0,4,2,0
18897,Lisa Lee,Female,44,None,Unemployed,707500000 VND,Married_1,ENGLAND,(834)497-5844x584,Optometrist,0,0,4,3,0
10374,Mary Gray,Female,41,None,Protective Service,852500000 VND,Di   vo rced_2,US,+1-715-592-7349,Ranger/warden,1,1,4,3,0
1675,Сафонова Нинель Вениаминовна,Female,45,None,Protective Service,33300$,D ivo  rced_4,RUSSIA,8 779 779 3678,Инкассатор,0,0,8,3,1
7208,鈴木 真綾,Female,22,Masters,Student,770000000 VND,Unmar   ried_0,JAPAN,070-1831-1070,音響技術者,0,8,1,22,1
17323,나지아,Female,24,Masters,Student,730000000 VND,Unma   rried_0,KOREA,019-702-9615,항공기 정비원,1,7,1,15,1
1984,Lavínia Monteiro,Female,21,Masters,Student,780000000 VND,Unm arried_0,BRAZIL,+55 61 5374 6535,Nutrologista,1,8,2,20,1
5171,서민서,Female,23,Masters,Student,790000000 VND,Un m  arried_0,KOREA,011-722-7581,조세행정 사무원,0,4,1,12,0
13629,石川 直子,Female,21,Masters,Student,25700$,U  nm  arried_0,JAPAN,090-6162-7226,アートディレクター,0,6,1,18,0
18610,Courtney Stevens,Female,21,None,Student,7800$,S    ingle_0,ENGLAND,(841)268-3663x4088,Airline pilot,12,6,5,6,3
6558,Kathleen Mülichen,Female,24,None,Student,67500000 VND,   Si ngle_0,DENMARK,0805431419,Schornsteinfeger,17,5,5,8,3
12316,Frau Nadia Henschel B.A.,Female,25,None,Student,300000000 VND,S i  ngle_0,DENMARK,(02655) 083118,Elektroniker,15,5,8,8,2
19739,Лукия Филипповна Шашкова,Female,24,None,Student,87500000 VND,S i n gle_0,RUSSIA,+7 (558) 497-06-24,Зенитчик,17,8,6,8,3
15627,Gerda Dussen van,Female,24,None,Student,5600$,S i n gle_0,DENMARK,+49 (0) 5399 177482,Koreanistiker,14,7,8,7,1
6240,Януарий Тимурович Сергеев,Male,24,Bachelor,Arts Design Entertainment Sports & Media,1280000000 VND,Si ng le_0,RUSSIA,+7 (022) 782-9048,Аккумуляторщик,10,1,20,8,1
19563,David Henderson,Male,25,Bachelor,Arts Design Entertainment Sports & Media,1255000000 VND,Sing le_0,US,+1-926-221-9489,Music therapist,15,2,13,7,1
16152,이정식,Male,25,Bachelor,Arts Design Entertainment Sports & Media,50600$,S ingle_0,KOREA,043-247-0429,귀금속 및 보석 세공원,10,2,9,8,0
9492,Рогов Любим Харламович,Male,24,Bachelor,Arts Design Entertainment Sports & Media,1382500000 VND,  S i ngle_0,RUSSIA,80586416549,Географ,14,3,15,7,0
5388,Gabriel Schultz,Male,23,Bachelor,Arts Design Entertainment Sports & Media,1530000000 VND,  Si  ngle_0,ENGLAND,6817417624,Special effects artist,19,1,14,5,1
11909,Jonathan Morgan,Male,24,Bachelor,Arts Design Entertainment Sports & Media,1312500000 VND,Sing  le_0,ENGLAND,+1-611-201-1439,"Lecturer, higher education",19,3,23,4,1
2199,Joshua Allen,Male,24,Bachelor,Arts Design Entertainment Sports & Media,57600$, Single_0,US,996-335-7911x826,"Teacher, special educational needs",16,1,10,8,1
18732,Paul Wilson,Male,45,Masters,Management,332300$,Marr i ed_0,ENGLAND,(201)633-6259x9185,Astronomer,0,4,9,10,3
8776,José Pedro Moreira,Male,43,Masters,Management,5140000000 VND,Marrie d_0,BRAZIL,(061) 9097 6366,Editor de mesa de corte,1,4,21,15,1
15175,黄宁,Male,45,Masters,Management,148600$,Ma rried_0,CHINA,13373169493,绿化工,0,4,17,18,1
3777,Jacob Morgan,Male,42,Masters,Management,6700000000 VND, Married_0,ENGLAND,(454)994-6330x8668,"Pharmacist, community",1,5,23,21,1
3270,Michele Skinner,Female,27,Bachelor,Retired,89300$,Si  ngle_0,AUSTRALIA,0020 2338,Press photographer,0,1,1,3,1
3284,임현정,Female,26,Bachelor,Retired,2287500000 VND,S i ngle_0,KOREA,02-1222-4407,기타 섬유 및 가죽 관련 기능 종사원,0,1,0,1,1
6925,Mathilde Ackermann-Zimmer,Female,26,Bachelor,Retired,96400$,Single_0,DENMARK,+49(0) 223073437,Ausbaufacharbeiter,0,1,0,3,1
4281,Elizabeth Navarro,Female,29,Bachelor,Retired,2215000000 VND, Sing le_0,US,(932)561-3839x901,"Surveyor, quantity",0,1,0,1,0
1466,김지원,Other,27,Bachelor,Retired,2212500000 VND,Single_0,KOREA,031-343-4740,기타 직물 및 신발 관련 기계조작원 및 조립원,0,0,1,3,1
9880,Mina Jockel-Eimer,Female,27,Bachelor,Retired,88700$,Si    ngle_0,DENMARK,+49(0)5252 96676,Mathematiker,0,1,0,1,0
4591,Margaret Vance,Female,26,Bachelor,Retired,2345000000 VND,Si  n gle_0,ENGLAND,810.502.5067x7684,Human resources officer,0,0,1,2,1
18028,Kathryn Juarez,Female,30,Bachelor,Retired,93100$,Sin gle_0,ENGLAND,001-510-971-0416x86622,"Copywriter, advertising",0,1,0,1,0
6107,Sra. Maria Luiza Rocha,Female,26,Bachelor,Retired,2265000000 VND, S i  ngle_0,BRAZIL,61 5232-7773,Ator,0,0,0,2,1
8367,유지원,Female,29,Bachelor,Retired,2480000000 VND, Si   ngle_0,KOREA,031-736-6022,통신 및 방송송출 장비 기사,0,1,0,2,1
14111,Katherine James,Female,26,Bachelor,Retired,2407500000 VND,Single_0,US,352.626.0952x2622,Film/video editor,0,1,0,1,0
4552,Nathaniel Williams,Other,26,Bachelor,Retired,2435000000 VND, S ingle_0,AUSTRALIA,0321456189,Museum/gallery curator,0,0,1,2,1
16805,青木 あすか,Female,30,Bachelor,Retired,2370000000 VND,Single_0,JAPAN,090-2156-1409,検察官,0,0,1,2,0
10838,Dawn Sutton,Female,26,Bachelor,Retired,93200$,   S ingle_0,ENGLAND,(517)610-6128x93821,Special effects artist,0,1,1,1,1
6276,Danielle King,Female,28,Bachelor,Retired,2482500000 VND,S ingle_0,ENGLAND,001-960-322-7734,Event organiser,0,1,0,1,1
16865,Erin Rodriguez,Female,30,Bachelor,Retired,94600$,S in gle_0,US,840.699.0415x66595,Computer games developer,0,1,1,1,1
13794,Nathaniel Harmon,Male,22,Bachelor,Student,66300$,Single_0,US,001-460-587-5212x104,"Sales professional, IT",4,8,1,2,1
13491,Amanda Wagner,Female,34,Bachelor,Sales & Related,15700$, Ma r  ried_1,ENGLAND,(713)207-6264x34232,"Administrator, local government",0,1,2,2,0
5544,Becky Holland,Female,31,Bachelor,Sales & Related,22700$,M ar   ried_4,ENGLAND,616-557-9449,Magazine features editor,1,2,1,3,1
16967,Mitchell Smith,Other,35,Bachelor,Sales & Related,13700$, Mar ried_1,ENGLAND,001-800-537-1328x395,Mental health nurse,0,1,1,3,1
5019,송광수,Male,26,Bachelor,Life Physical Social Science,1082500000 VND,   Married_0,KOREA,041-016-1623,영상 및 관련 장비 설치 및 수리원,0,1,3,1,0
15967,Anthony Lowe,Other,30,Bachelor,Life Physical Social Science,1112500000 VND, Married_0,AUSTRALIA,+61271129104,Private music teacher,0,3,1,3,1
14069,冯桂芝,Male,27,Bachelor,Life Physical Social Science,1087500000 VND,Marr  ied_0,CHINA,15297483824,会务/会展专员,1,1,3,2,1
12787,Richard Lewis,Male,30,Bachelor,Life Physical Social Science,38500$, Married_0,ENGLAND,460.261.1689x6146,"Doctor, general practice",1,3,3,1,1
9684,Joshua Anderson,Male,26,Bachelor,Life Physical Social Science,1172500000 VND, M  arried_0,AUSTRALIA,+61-492-005-464,"Secretary, company",0,3,1,1,1
11656,Justin Holt,Male,27,Bachelor,Life Physical Social Science,1110000000 VND,Married_0,ENGLAND,(765)513-5727x0816,Television camera operator,0,2,1,1,0
8084,Maria Fernanda Sá,Female,27,Highschool,Business & Financial,450000000 VND,Unma rr  ied_0,BRAZIL,+55 (031) 0388 0209,Maitre,0,1,0,2,0
18132,Zoe Montenegro,Female,26,Highschool,Business & Financial,505000000 VND,  U nmar ried_0,BRAZIL,+55 (041) 3722 4712,Administrador,0,3,0,1,0
7348,Pamela Odonnell,Female,27,Highschool,Business & Financial,542500000 VND,Un  married_0,US,886-722-9444,Electrical engineer,0,2,1,3,0
17893,Alison Baker,Female,27,Highschool,Business & Financial,12500$,Unmar ried_0,US,307.895.8164x3281,Photographer,0,3,1,1,0
12602,Аксенова Агата Георгиевна,Female,29,Highschool,Business & Financial,515000000 VND,Unmarrie d_0,RUSSIA,82564016259,Химик,0,2,0,2,0
3933,Laura Harmon,Female,62,Bachelor,Sales & Related,685000000 VND,  S ingle_0,US,(645)740-3472x6855,"Education officer, museum",0,1,2,1,1
17382,许梅,Female,64,Bachelor,Sales & Related,637500000 VND,Sing le_0,CHINA,15999984398,行政专员/助理,0,1,1,2,2
5353,王娜,Female,52,Bachelor,Sales & Related,650000000 VND,Sing le_0,CHINA,14509143729,板房/楦头/底格出格师,0,0,3,2,1
5819,Mikayla Stevenson,Female,61,Bachelor,Sales & Related,32800$,S   i ngle_0,ENGLAND,685.738.2043x88810,Radiation protection practitioner,0,1,2,3,2
3442,Sr. Luiz Felipe Vargas,Other,54,Bachelor,Sales & Related,32300$, Si  ngle_0,BRAZIL,+55 84 3632-3596,Auxiliar administrativo,0,0,1,3,1
3430,Nicole Bailey,Female,30,None,Food Preparation & Serving Related,695000000 VND,Unmarried_0,ENGLAND,001-904-281-0476x29374,Marine scientist,1,0,2,1,2
16481,汪建华,Female,30,None,Food Preparation & Serving Related,932500000 VND,Unmar ri ed_0,CHINA,18756544455,其他,0,1,3,0,2
10093,Ana Tucker,Female,29,None,Food Preparation & Serving Related,700000000 VND,Unma  r ried_0,US,+1-473-605-1787x68465,Actor,0,1,3,1,2
15604,Регина Валериевна Лазарева,Female,30,None,Food Preparation & Serving Related,712500000 VND,Unmarried_0,RUSSIA,8 143 885 32 42,Программист,1,0,2,0,1
8433,Keith Thomas,Other,45,Bachelor,Management,64200$,M  arr ied_2,ENGLAND,2542467091,Careers adviser,1,7,6,8,1
9478,Cheryl Wolfe,Female,45,Bachelor,Management,1857500000 VND,Married_1,ENGLAND,001-389-585-6919x3134,Information officer,3,5,5,6,2
11691,周军,Female,44,Bachelor,Management,1782500000 VND,M  ar ried_4,CHINA,15231163624,电气工程师/技术员,1,7,6,6,3
16173,Angela Rollins,Female,41,Bachelor,Management,67200$,  M  arried_1,US,763-258-1085,Set designer,1,6,6,5,1
9268,Sabrina da Rosa,Other,42,Bachelor,Management,1727500000 VND,Married_3,BRAZIL,61 4531 0555,Protético dentário,3,8,4,7,2
17733,Alyssa Richardson,Female,44,Bachelor,Management,1802500000 VND,Married_3,US,001-739-437-2718x2235,Claims inspector/assessor,3,7,5,6,1
12236,Shelly Barnes,Female,26,None,Food Preparation & Serving Related,655000000 VND, Sin gle_0,ENGLAND,734-296-9093x1913,Politician's assistant,2,3,3,1,1
4808,Elizabeth Berg,Female,26,None,Food Preparation & Serving Related,30200$,S  i ngle_0,US,001-627-962-9485x2323,IT sales professional,3,1,2,2,0
11987,卿秀芳,Female,30,None,Food Preparation & Serving Related,760000000 VND,Singl e_0,CHINA,13633393580,食品/饮料研发,1,2,2,2,0
14483,Madison Winters,Female,29,None,Food Preparation & Serving Related,672500000 VND,   Single_0,US,+1-520-893-9809x10526,Art therapist,1,3,1,1,0
8852,Rachel Douglas,Female,30,None,Food Preparation & Serving Related,925000000 VND,Si ng le_0,ENGLAND,206-295-3017x08704,Quality manager,1,1,3,2,0
11594,Justin Moore,Male,22,None,Education&Training&Library,32900$,M arried_0,US,9429347346,Warehouse manager,0,0,3,3,0
2466,William Hess,Male,22,None,Education&Training&Library,662500000 VND, M ar  ried_0,ENGLAND,552.252.7706,Broadcast engineer,0,0,2,2,0
14771,Scott Diaz,Other,24,None,Education&Training&Library,28700$,Marr ied_0,US,(388)234-1426x9841,Geographical information systems officer,0,0,1,3,0
17204,Richard Gomez,Male,24,None,Education&Training&Library,29700$,M  a  rried_0,US,570-442-7943x06947,Food technologist,0,0,3,2,1
2387,中川 拓真,Male,25,None,Education&Training&Library,31500$,  M arried_0,JAPAN,070-2792-0478,建築家,0,0,3,1,0
17923,Jennifer Maddox,Other,25,None,Education&Training&Library,34300$,Marrie d_0,US,4594266887,Data processing manager,0,0,2,3,1
13267,Taylor Barrera,Other,21,None,Education&Training&Library,30400$,Married_0,US,6488611851,Sub,0,0,2,3,0
17304,Kenneth Erickson,Male,22,None,Education&Training&Library,675000000 VND,Married_0,US,001-652-778-6224x004,"Scientist, research (medical)",0,0,2,3,0
19882,Asafe da Costa,Male,22,None,Education&Training&Library,35100$,Marr ied_0,BRAZIL,(061) 1327 7664,Marketeiro,0,0,2,1,0
15243,Timothy Wright,Male,25,None,Education&Training&Library,810000000 VND,Mar ri ed_0,US,001-324-933-6249,Higher education lecturer,0,0,2,1,1
10230,Jerry Davis,Male,23,None,Education&Training&Library,817500000 VND,Ma rried_0,AUSTRALIA,(07)-5597-8276,Child psychotherapist,0,0,2,1,0
14117,Zachary Sellers,Male,24,None,Education&Training&Library,29300$, Mar ried_0,US,589-668-8442x0198,Estate manager/land agent,0,0,3,3,0
2623,Richard Torres,Male,24,None,Education&Training&Library,29700$,M   a rried_0,AUSTRALIA,02.0584.9464,"Designer, blown glass/stained glass",0,0,3,2,1
6975,Jason Mclaughlin,Male,21,None,Education&Training&Library,27600$,M a r  ried_0,ENGLAND,2387371277,Chiropractor,0,0,1,3,0
9200,Dennis Fields,Male,21,None,Education&Training&Library,625000000 VND,M a r  ried_0,US,001-225-612-6048x56418,Clinical molecular geneticist,0,0,1,2,1
13414,Jeremiah Johnson,Male,23,None,Education&Training&Library,855000000 VND,Marr ied_0,ENGLAND,001-415-814-0856x7680,Plant breeder/geneticist,0,0,1,3,1
7511,Brian Pratt,Male,21,None,Education&Training&Library,32100$,   Mar ried_0,ENGLAND,7894587979,Electronics engineer,0,0,1,2,0
15312,Douglas Taylor,Male,22,None,Education&Training&Library,657500000 VND,M  ar  ried_0,AUSTRALIA,5505 9764,"Therapist, drama",0,0,1,2,1
7021,Paul Koch II,Male,23,None,Education&Training&Library,27700$,Ma rried_0,DENMARK,09856637763,Winzer,0,0,1,1,0
10185,Cory Alexander,Male,24,None,Education&Training&Library,630000000 VND,M arried_0,ENGLAND,001-946-837-2588x83327,"Nurse, adult",0,0,3,3,0
5489,Raymond Ford,Male,22,None,Education&Training&Library,787500000 VND,Married_0,ENGLAND,(285)339-8316,Technical sales engineer,0,0,2,3,0
14863,Александров Творимир Чеславович,Male,24,None,Education&Training&Library,33200$,Mar ried_0,RUSSIA,+7 712 042 71 81,Формовщик,0,0,3,2,1
17932,黎燕,Female,78,Associate,Arts Design Entertainment Sports & Media,682500000 VND, Ma rr ied_2,CHINA,13888763145,贸易/外贸经理/主管,0,0,1,1,0
3168,г-жа Маслова Виктория Захаровна,Female,65,Associate,Arts Design Entertainment Sports & Media,35000$,Ma  rried_1,RUSSIA,+7 (196) 380-7055,Ортопед,0,0,1,1,0
9302,Chelsey Davis,Female,78,Associate,Arts Design Entertainment Sports & Media,920000000 VND,M arried_1,ENGLAND,001-563-239-4408x835,Public affairs consultant,0,0,0,1,0
8725,Nina Silva,Other,57,Associate,Arts Design Entertainment Sports & Media,31100$,  M arried_1,BRAZIL,+55 (021) 7026-9525,Maestro,0,0,1,2,0
3530,木村 知実,Female,64,Associate,Arts Design Entertainment Sports & Media,832500000 VND,  Ma r ried_2,JAPAN,070-1897-5098,経営者,0,0,1,2,0
7739,Воронцова Антонина Ивановна,Female,69,Associate,Arts Design Entertainment Sports & Media,29400$,  Ma rried_1,RUSSIA,8 (576) 768-29-64,Военный дознаватель,0,0,0,1,0
18460,斎藤 香織,Female,23,None,Sales & Related,24500$,Sin g le_0,JAPAN,090-3665-9567,公認会計士,0,8,4,8,0
2017,Bárbara Borges,Female,23,None,Sales & Related,21300$,Singl e_0,BRAZIL,(021) 8366-0058,Estilista,0,4,4,8,0
7617,Dipl.-Ing. Sevim Wiek,Female,22,None,Sales & Related,12900$,Si   ngle_0,DENMARK,+49(0)7454 029543,Arzt,0,6,5,5,0
17748,木村 結衣,Female,25,None,Sales & Related,13900$,S i   ngle_0,JAPAN,080-8566-6917,和紙職人,0,6,8,8,0
12707,阎涛,Female,24,None,Sales & Related,462500000 VND,Single_0,CHINA,13604416430,农业技术员,0,6,6,8,0
11128,小川 陽子,Female,25,None,Sales & Related,355000000 VND,Si ngle_0,JAPAN,22-8295-0650,介護ヘルパー,0,6,5,8,0
14601,Прасковья Святославовна Силина,Female,21,None,Sales & Related,475000000 VND,Single_0,RUSSIA,8 317 881 2920,Хлебопёк,0,4,7,4,0
7992,오은지,Female,21,None,Sales & Related,14500$, Si ngle_0,KOREA,016-857-3794,일반기계 조립원,0,6,6,8,0
5192,Bonnie Freeman,Female,21,None,Sales & Related,457500000 VND, Single_0,US,+1-341-316-2745x9666,Special effects artist,0,6,6,8,0
9108,Linda Steele,Female,23,None,Sales & Related,560000000 VND,  Si  ngle_0,ENGLAND,378-375-1091x513,"Scientist, research (physical sciences)",0,7,8,8,0
12844,Taylor Nguyen,Female,23,None,Sales & Related,14100$,Single_0,US,(410)548-7096,Contractor,0,4,6,5,0
7764,Jeanette Gilbert,Female,25,None,Sales & Related,505000000 VND, S  i ngle_0,US,2673657701,Fine artist,0,5,8,8,0
4959,노지은,Female,24,None,Sales & Related,530000000 VND, Single_0,KOREA,010-4066-6582,고객 상담 및 모니터 요원,0,4,6,5,0
15610,Dawn Hall,Female,25,None,Sales & Related,530000000 VND,Singl e_0,US,(885)302-5626,Accommodation manager,0,6,4,6,0
1689,Isabel Silveira,Other,24,None,Sales & Related,480000000 VND, Si n gle_0,BRAZIL,(071) 1893 9019,Diretor de fotografia,0,6,6,4,0
8772,Hannah Rodriguez,Female,22,None,Sales & Related,610000000 VND,S in  gle_0,US,7967087180,Ship broker,0,7,7,8,0
6907,符娟,Female,27,Bachelor,Healthcare Practitioners & Technical,7665000000 VND, Mar  ried_0,CHINA,15749687232,发动机/总装工程师,0,2,2,5,0
10763,Tiffany Johnson,Female,30,Bachelor,Healthcare Practitioners & Technical,236900$, Married_0,ENGLAND,001-575-202-0820x00703,Health promotion specialist,0,3,3,4,0
12168,彭桂芳,Female,28,Bachelor,Healthcare Practitioners & Technical,244200$,   Ma rried_0,CHINA,13223687552,税务专员/助理,0,1,3,6,0
10732,Jessica Espinoza,Female,28,Bachelor,Healthcare Practitioners & Technical,255600$,Married_0,US,+1-378-737-2445x733,"Producer, television/film/video",0,3,3,8,0
16879,Mrs. Evelyn Foster MD,Female,27,Bachelor,Healthcare Practitioners & Technical,7862500000 VND,  Mar ried_0,ENGLAND,+1-356-254-7560x831,Insurance risk surveyor,0,2,3,6,0
4740,Julie Taylor,Female,26,Bachelor,Healthcare Practitioners & Technical,126500$,  M arried_0,US,+1-767-719-7940x28433,Financial planner,0,2,2,8,1
13984,Elizabeth Blair,Female,29,Bachelor,Healthcare Practitioners & Technical,11095000000 VND,M a rried_0,AUSTRALIA,(07)-6641-2770,Building services engineer,0,3,3,4,0
18168,Николаева Галина Рудольфовна,Female,30,Bachelor,Healthcare Practitioners & Technical,119100$, Ma rried_0,RUSSIA,+7 978 134 9737,Микробиолог,0,2,3,8,1
18885,Ana Luiza Dias,Female,26,Bachelor,Healthcare Practitioners & Technical,205700$,Marr  ied_0,BRAZIL,+55 21 8787 3734,Vigia parlamentar,0,1,3,6,1
8526,Kenneth Wilson,Male,67,Bachelor,Computer & Mathematical,1917500000 VND,Single_0,US,+1-637-411-9831x422,English as a foreign language teacher,3,0,3,7,3
6348,Mark Moore,Male,77,Bachelor,Computer & Mathematical,2002500000 VND, Sin  gle_0,ENGLAND,824-335-6604,Physiotherapist,1,0,1,7,1
13222,Andrew Castro,Male,74,Bachelor,Computer & Mathematical,84300$, S ingle_0,AUSTRALIA,(07)-6102-9569,"Teacher, early years/pre",1,0,1,5,3
11230,Scott Prince,Male,51,Bachelor,Computer & Mathematical,2145000000 VND,S  i  ngle_0,US,553.866.8743,"Lighting technician, broadcasting/film/video",2,0,3,5,2
4379,陈艳,Male,78,Bachelor,Computer & Mathematical,75300$,Si  ngle_0,CHINA,18556487965,针织工,3,0,1,6,2
16053,Leandro Porto,Other,74,Bachelor,Computer & Mathematical,84600$,Sin gle_0,BRAZIL,(021) 4677-2106,Corretor da bolsa de valores,1,0,1,7,1
12252,Michael Mendez,Other,52,Bachelor,Computer & Mathematical,2180000000 VND, S   ingle_0,ENGLAND,(666)945-7083x02938,Accommodation manager,1,0,2,7,2
19703,藤原 裕太,Male,62,Bachelor,Computer & Mathematical,78100$,Single_0,JAPAN,31-5842-8267,救急救命士,1,0,2,8,3
7300,홍민준,Male,65,Bachelor,Computer & Mathematical,2112500000 VND, Single_0,KOREA,017-322-1638,기타 의복 제조원,2,0,2,5,3
3839,Darin Hendricks,Male,56,Bachelor,Computer & Mathematical,84800$,  Single_0,ENGLAND,937-868-5564,"Engineer, electrical",3,0,2,6,2
9484,Travis Nelson,Male,63,Bachelor,Computer & Mathematical,84500$, S  ingle_0,US,2897371508,TEFL teacher,3,0,2,6,1
5847,张华,Male,69,Bachelor,Computer & Mathematical,2020000000 VND,S  ingle_0,CHINA,18629858719,Flash设计/开发,1,0,3,4,3
12268,Ana Sophia Gomes,Female,28,Bachelor,Arts Design Entertainment Sports & Media,450000000 VND,Single_0,BRAZIL,61 3842 0314,Representante comercial,0,0,1,1,0
3065,Catarina Vieira,Female,27,Bachelor,Arts Design Entertainment Sports & Media,16000$,Singl e_0,BRAZIL,+55 (021) 8160-6802,Bailarina,0,0,3,0,1
9710,Baptist Schlosser MBA.,Other,27,Bachelor,Arts Design Entertainment Sports & Media,317500000 VND,S in  gle_0,DENMARK,01744 926869,Binnenschiffer,0,0,3,0,0
15286,Inna Mies B.Sc.,Female,27,Bachelor,Arts Design Entertainment Sports & Media,22000$,S  ingle_0,DENMARK,(07317) 299301,Polizist,0,0,3,1,1
5103,郭红,Female,26,Bachelor,Arts Design Entertainment Sports & Media,12500$,Singl e_0,CHINA,18655480709,其他,0,0,2,0,1
2309,양춘자,Female,29,Bachelor,Arts Design Entertainment Sports & Media,402500000 VND,Single_0,KOREA,032-532-8476,기타 행정 및 경영지원 관리자,0,0,3,1,0
14862,田健,Female,28,Bachelor,Arts Design Entertainment Sports & Media,14400$, Sing le_0,CHINA,15557214185,网站策划,0,0,1,0,0
15464,Michelle James,Female,28,Bachelor,Arts Design Entertainment Sports & Media,24800$,   Si ngle_0,ENGLAND,+1-554-980-9195x7602,Insurance underwriter,0,0,1,1,0
4945,Герасимов Лазарь Глебович,Other,29,Bachelor,Arts Design Entertainment Sports & Media,23100$,Single_0,RUSSIA,83304728222,Штурман,0,0,1,0,0
4782,Shelia Campbell,Female,30,Bachelor,Arts Design Entertainment Sports & Media,597500000 VND,Sing le_0,ENGLAND,907-657-5700x1126,Technical sales engineer,0,0,1,1,0
2902,Brittany Mclean,Female,27,Bachelor,Arts Design Entertainment Sports & Media,407500000 VND,Sing le_0,ENGLAND,587.571.3886x5713,Warehouse manager,0,0,1,1,1
4626,Monica Cook,Female,28,Bachelor,Arts Design Entertainment Sports & Media,350000000 VND,Single_0,US,(461)561-3273x57784,Database administrator,0,0,3,0,1
14456,赖金凤,Female,29,Bachelor,Arts Design Entertainment Sports & Media,490000000 VND,Sin gle_0,CHINA,13143966501,飞机维修机械师,0,0,3,1,0
18594,Исай Фомич Белоусов,Male,28,Bachelor,Computer & Mathematical,900000000 VND, Mar r ied_3,RUSSIA,+7 (989) 427-85-70,Растениевод,1,1,2,3,2
17949,Günter Striebitz,Male,27,Bachelor,Computer & Mathematical,905000000 VND,Marr ied_1,DENMARK,+49(0)5470 03231,Asphaltbauer,1,2,1,2,3
10599,阿部 零,Male,26,Bachelor,Computer & Mathematical,902500000 VND, Ma  rried_1,JAPAN,070-8432-4321,モデル,1,2,3,1,3
5785,Joseph Burnett,Male,26,Bachelor,Computer & Mathematical,702500000 VND,Married_1,ENGLAND,(921)246-0726x1179,Systems analyst,1,1,1,3,3
6300,Alan Norton,Male,30,Bachelor,Computer & Mathematical,787500000 VND,Married_1,ENGLAND,(774)315-3684x040,Materials engineer,1,2,3,2,2
8202,Daniel Stevens,Male,29,Bachelor,Computer & Mathematical,30700$,Married_1,US,(710)765-8708,"Copywriter, advertising",1,2,3,3,3
14756,彭秀华,Male,29,Bachelor,Computer & Mathematical,30000$,Marrie d_3,CHINA,15110603725,绿化工,0,3,2,1,2
9270,이수빈,Female,25,Bachelor,Arts Design Entertainment Sports & Media,24000$,S  i  ngle_0,KOREA,043-296-8732,상품 대여원,0,3,19,3,3
13147,Christina Olson,Female,23,Bachelor,Arts Design Entertainment Sports & Media,24300$,Single_0,ENGLAND,314-288-9224,Charity fundraiser,0,3,10,2,1
18966,Brittany Pruitt,Other,24,Bachelor,Arts Design Entertainment Sports & Media,487500000 VND, S i ngle_0,US,+1-544-929-6655x6834,Pharmacologist,0,1,12,3,1
15052,廖斌,Female,22,Bachelor,Arts Design Entertainment Sports & Media,435000000 VND,  Si  ngle_0,CHINA,18691460480,单证员,0,3,21,2,2
10372,황하은,Female,25,Bachelor,Arts Design Entertainment Sports & Media,20200$, Si n gle_0,KOREA,053-733-9081,운송관련 관리자,0,2,21,3,3
12083,Erin Jackson,Female,23,Bachelor,Arts Design Entertainment Sports & Media,322500000 VND,   Single_0,ENGLAND,8696875296,"Surveyor, commercial/residential",0,2,17,2,3
5694,Francis Steinberg-Eckbauer,Male,38,Bachelor,Business & Financial,302500$,S ing le_0,DENMARK,04517 03944,Drogist,0,2,9,23,2
16154,葛萍,Male,39,Bachelor,Business & Financial,5870000000 VND, S ingle_0,CHINA,15928943197,幕墙工程师,0,3,17,19,2
16994,Brandon Gonzalez,Male,38,Bachelor,Business & Financial,12097500000 VND,Si ngle_0,ENGLAND,692.765.6101x7044,Advice worker,1,1,9,20,2
18209,孔佳,Male,38,Bachelor,Business & Financial,260700$,Sing le_0,CHINA,18057718942,项目经理,1,3,18,15,2
18303,Ronald Patel,Male,38,Bachelor,Business & Financial,187600$,Sin gle_0,ENGLAND,556.503.3412x639,Personal assistant,0,1,16,11,2
5284,João Vitor Cavalcante,Male,38,Bachelor,Business & Financial,182500$,  S i ngle_0,BRAZIL,31 6557-6708,Transportador,1,3,9,16,2
5477,Anthony Gabriel Pastor,Male,36,Bachelor,Business & Financial,6555000000 VND,Single_0,BRAZIL,51 5645 5394,Compositor,1,3,13,16,1
13792,Andrew Clark,Male,40,Bachelor,Business & Financial,3842500000 VND,Sin g le_0,ENGLAND,(453)242-6047x923,"Engineer, site",0,1,19,21,2
2851,Mr. Johnathan Garcia,Male,37,Bachelor,Business & Financial,7202500000 VND,Single_0,ENGLAND,+1-777-305-7048x23249,Chief Strategy Officer,0,2,22,22,3
6272,성정남,Male,38,Bachelor,Business & Financial,362500$, Si ngle_0,KOREA,010-2715-2845,여행 사무원,0,1,9,11,1
13889,Thomas Allen,Other,77,Masters,Education&Training&Library,8755000000 VND,Married_2,US,(406)476-1217,"Designer, furniture",5,23,5,4,8
10654,Ariel Cox,Female,58,Masters,Education&Training&Library,301300$,  Mar ried_2,ENGLAND,+1-787-919-9414x50966,Chiropodist,8,20,8,8,6
5979,Brooke Welch,Female,57,Masters,Education&Training&Library,4800000000 VND,   M arried_3,ENGLAND,882-393-0845x679,"Psychologist, educational",8,23,5,6,6
12415,Vanessa Harrison,Female,53,Masters,Education&Training&Library,7065000000 VND, Ma rried_1,US,935.369.6362,"Psychologist, forensic",7,22,6,6,7
